"ENSEMBL","ENTREZID","SYMBOL","GENENAME"
"ENSG00000244349",NA,NA,NA
"ENSG00000244355","58530","LY6G6D","lymphocyte antigen 6 family member G6D"
"ENSG00000244356","106481032","RN7SL398P","RNA, 7SL, cytoplasmic 398, pseudogene"
"ENSG00000244357","106481753","RN7SL145P","RNA, 7SL, cytoplasmic 145, pseudogene"
"ENSG00000244358",NA,NA,NA
"ENSG00000244362","337974","KRTAP19-7","keratin associated protein 19-7"
"ENSG00000244372","106479378","RN7SL423P","RNA, 7SL, cytoplasmic 423, pseudogene"
"ENSG00000244376","106481097","RN7SL636P","RNA, 7SL, cytoplasmic 636, pseudogene"
"ENSG00000244380",NA,NA,NA
"ENSG00000244383","105377108","FAM3D-AS1","FAM3D antisense RNA 1"
"ENSG00000244384","106479354","RN7SL359P","RNA, 7SL, cytoplasmic 359, pseudogene"
"ENSG00000244389","106480496","RN7SL242P","RNA, 7SL, cytoplasmic 242, pseudogene"
"ENSG00000244391","106481013","RN7SL330P","RNA, 7SL, cytoplasmic 330, pseudogene"
"ENSG00000244392","106481864","RN7SL869P","RNA, 7SL, cytoplasmic 869, pseudogene"
"ENSG00000244395","378949","RBMY1D","RNA binding motif protein Y-linked family 1 member D"
"ENSG00000244399","106480990","RN7SL251P","RNA, 7SL, cytoplasmic 251, pseudogene"
"ENSG00000244402","106481836","RN7SL314P","RNA, 7SL, cytoplasmic 314, pseudogene"
"ENSG00000244404","106480495","RN7SL216P","RNA, 7SL, cytoplasmic 216, pseudogene"
"ENSG00000244405","2119","ETV5","ETS variant transcription factor 5"
"ENSG00000244411","440050","KRTAP5-7","keratin associated protein 5-7"
"ENSG00000244414","3078","CFHR1","complement factor H related 1"
"ENSG00000244425","106479319","RN7SL268P","RNA, 7SL, cytoplasmic 268, pseudogene"
"ENSG00000244437","28913","IGKV3-15","immunoglobulin kappa variable 3-15"
"ENSG00000244459",NA,NA,NA
"ENSG00000244461",NA,NA,NA
"ENSG00000244462","10137","RBM12","RNA binding motif protein 12"
"ENSG00000244464",NA,NA,NA
"ENSG00000244468",NA,NA,NA
"ENSG00000244474","54657","UGT1A4","UDP glucuronosyltransferase family 1 member A4"
"ENSG00000244476","405754","ERVFRD-1","endogenous retrovirus group FRD member 1, envelope"
"ENSG00000244479",NA,NA,NA
"ENSG00000244482","79168","LILRA6","leukocyte immunoglobulin like receptor A6"
"ENSG00000244486","91179","SCARF2","scavenger receptor class F member 2"
"ENSG00000244491",NA,NA,NA
"ENSG00000244493",NA,NA,NA
"ENSG00000244501","106480522","RN7SL623P","RNA, 7SL, cytoplasmic 623, pseudogene"
"ENSG00000244502","100874101","HDAC11-AS1","HDAC11 antisense RNA 1"
"ENSG00000244509","27350","APOBEC3C","apolipoprotein B mRNA editing enzyme catalytic subunit 3C"
"ENSG00000244512","106480929","RN7SL28P","RNA, 7SL, cytoplasmic 28, pseudogene"
"ENSG00000244513",NA,NA,NA
"ENSG00000244514","106479267","RN7SL125P","RNA, 7SL, cytoplasmic 125, pseudogene"
"ENSG00000244521","106479478","RN7SL700P","RNA, 7SL, cytoplasmic 700, pseudogene"
"ENSG00000244532","106479361","RN7SL380P","RNA, 7SL, cytoplasmic 380, pseudogene"
"ENSG00000244534","106479299","RN7SL211P","RNA, 7SL, cytoplasmic 211, pseudogene"
"ENSG00000244537","85291","KRTAP4-2","keratin associated protein 4-2"
"ENSG00000244541","101927992","LINC01213","long intergenic non-protein coding RNA 1213"
"ENSG00000244544","106479385","RN7SL446P","RNA, 7SL, cytoplasmic 446, pseudogene"
"ENSG00000244545",NA,NA,NA
"ENSG00000244550",NA,NA,NA
"ENSG00000244558",NA,NA,NA
"ENSG00000244564","101929316","PRICKLE2-DT","PRICKLE2 divergent transcript"
"ENSG00000244568","106479461","RN7SL654P","RNA, 7SL, cytoplasmic 654, pseudogene"
"ENSG00000244575","28935","IGKV1-27","immunoglobulin kappa variable 1-27"
"ENSG00000244578","103344930","LINC01391","long intergenic non-protein coding RNA 1391"
"ENSG00000244586",NA,NA,NA
"ENSG00000244588","642636","RAD21L1","RAD21 cohesin complex component like 1"
"ENSG00000244607","152206","CCDC13","coiled-coil domain containing 13"
"ENSG00000244610","106481128","RN7SL756P","RNA, 7SL, cytoplasmic 756, pseudogene"
"ENSG00000244617","151516","ASPRV1","aspartic peptidase retroviral like 1"
"ENSG00000244618","106480502","RN7SL334P","RNA, 7SL, cytoplasmic 334, pseudogene"
"ENSG00000244619",NA,NA,NA
"ENSG00000244620",NA,NA,NA
"ENSG00000244623","81392","OR2AE1","olfactory receptor family 2 subfamily AE member 1"
"ENSG00000244624","337975","KRTAP20-1","keratin associated protein 20-1"
"ENSG00000244625",NA,NA,NA
"ENSG00000244632","106480538","RN7SL863P","RNA, 7SL, cytoplasmic 863, pseudogene"
"ENSG00000244642",NA,NA,NA
"ENSG00000244649",NA,NA,NA
"ENSG00000244650",NA,NA,NA
"ENSG00000244671","106480498","RN7SL280P","RNA, 7SL, cytoplasmic 280, pseudogene"
"ENSG00000244675",NA,NA,NA
"ENSG00000244676",NA,NA,NA
"ENSG00000244677","106479480","RN7SL706P","RNA, 7SL, cytoplasmic 706, pseudogene"
"ENSG00000244687","7335","UBE2V1","ubiquitin conjugating enzyme E2 V1"
"ENSG00000244692","106479487","RN7SL724P","RNA, 7SL, cytoplasmic 724, pseudogene"
"ENSG00000244693",NA,NA,NA
"ENSG00000244694","442213","PTCHD4","patched domain containing 4"
"ENSG00000244701",NA,NA,NA
"ENSG00000244706",NA,NA,NA
"ENSG00000244710","106479242","RN7SL47P","RNA, 7SL, cytoplasmic 47, pseudogene"
"ENSG00000244731","720","C4A","complement C4A (Rodgers blood group)"
"ENSG00000244732","106481155","RN7SL870P","RNA, 7SL, cytoplasmic 870, pseudogene"
"ENSG00000244733",NA,NA,NA
"ENSG00000244734","3043","HBB","hemoglobin subunit beta"
"ENSG00000244738",NA,NA,NA
"ENSG00000244748","106480490","RN7SL153P","RNA, 7SL, cytoplasmic 153, pseudogene"
"ENSG00000244752","1415","CRYBB2","crystallin beta B2"
"ENSG00000244754","10443","N4BP2L2","NEDD4 binding protein 2 like 2"
"ENSG00000244757",NA,NA,NA
"ENSG00000244791","101927657","LOC101927657","uncharacterized LOC101927657"
"ENSG00000244879",NA,NA,NA
"ENSG00000244926","100507300","ALKBH3-AS1","ALKBH3 antisense RNA 1"
"ENSG00000244945","101928445","RUFY1-AS1","RUFY1 antisense RNA 1"
"ENSG00000244952",NA,NA,NA
"ENSG00000244953",NA,NA,NA
"ENSG00000244968","100506495","LIFR-AS1","LIFR antisense RNA 1"
"ENSG00000244998","105375790","LOC105375790","uncharacterized LOC105375790"
"ENSG00000245008","101929538","LOC101929538","uncharacterized LOC101929538"
"ENSG00000245017","643770","LINC02453","long intergenic non-protein coding RNA 2453"
"ENSG00000245025",NA,NA,NA
"ENSG00000245059",NA,NA,NA
"ENSG00000245060","729678","LINC00847","long intergenic non-protein coding RNA 847"
"ENSG00000245067","255130","IGFBP7-AS1","IGFBP7 antisense RNA 1"
"ENSG00000245080","105375650","MIR3150BHG","MIR3150B host gene"
"ENSG00000245105","144571","A2M-AS1","A2M antisense RNA 1"
"ENSG00000245112","100128055","SMARCA5-AS1","SMARCA5 antisense RNA 1"
"ENSG00000245146",NA,NA,NA
"ENSG00000245148","100506020","ARAP1-AS2","ARAP1 antisense RNA 2"
"ENSG00000245149","101927612","RNF139-DT","RNF139 divergent transcript"
"ENSG00000245156",NA,NA,NA
"ENSG00000245164","100130231","LINC00861","long intergenic non-protein coding RNA 861"
"ENSG00000245213","101930370","GALNT7-DT","GALNT7 divergent transcript"
"ENSG00000245248",NA,NA,NA
"ENSG00000245261",NA,NA,NA
"ENSG00000245275","386627","SAP30L-AS1","SAP30L antisense RNA 1 (head to head)"
"ENSG00000245281","101929066","ASAH1-AS1","ASAH1 antisense RNA 1"
"ENSG00000245293","101929595","CYP2U1-AS1","CYP2U1 and SGMS2 antisense RNA 1"
"ENSG00000245311","101928646","BMAL2-AS1","BMAL2 antisense RNA 1"
"ENSG00000245317","100996419","MRNIP-DT","MRNIP divergent transcript"
"ENSG00000245322",NA,NA,NA
"ENSG00000245330",NA,NA,NA
"ENSG00000245384","101929468","CXXC4-AS1","CXXC4 antisense RNA 1"
"ENSG00000245385",NA,NA,NA
"ENSG00000245466","101928075","TTC9-DT","TTC9 divergent transcript"
"ENSG00000245468",NA,NA,NA
"ENSG00000245479","101929765","LINC01585","long intergenic non-protein coding RNA 1585"
"ENSG00000245482",NA,NA,NA
"ENSG00000245498","100507283","MSANTD2-AS1","MSANTD2 antisense RNA 1"
"ENSG00000245522","440028","LINC02709","long intergenic non-protein coding RNA 2709"
"ENSG00000245526","645323","LINC00461","long intergenic non-protein coding RNA 461"
"ENSG00000245532","283131","NEAT1","nuclear paraspeckle assembly transcript 1"
"ENSG00000245534","101928784","RORA-AS1","RORA antisense RNA 1"
"ENSG00000245552","100129203","LOC100129203","uncharacterized LOC100129203"
"ENSG00000245556","728769","SCAMP1-AS1","SCAMP1 antisense RNA 1"
"ENSG00000245571","101927204","FAM111A-DT","FAM111A divergent transcript"
"ENSG00000245573","497258","BDNF-AS","BDNF antisense RNA"
"ENSG00000245598","100506068","DACT3-AS1","DACT3 antisense RNA 1"
"ENSG00000245614","100506660","DDX11-AS1","DDX11 antisense RNA 1"
"ENSG00000245648","101928100","KLRK1-AS1","KLRK1 antisense RNA 1"
"ENSG00000245651","283387","LOC283387","uncharacterized LOC283387"
"ENSG00000245662",NA,NA,NA
"ENSG00000245667",NA,NA,NA
"ENSG00000245680","92285","ZNF585B","zinc finger protein 585B"
"ENSG00000245685","728339","FRG1-DT","FRG1 divergent transcript"
"ENSG00000245688",NA,NA,NA
"ENSG00000245694","643911","CRNDE","colorectal neoplasia differentially expressed"
"ENSG00000245711","101056700","NADK2-AS1","NADK2 antisense RNA 1"
"ENSG00000245719","101929076","SKOR1-AS1","SKOR1 antisense RNA 1"
"ENSG00000245729","729506","LINC02226","long intergenic non-protein coding RNA 2226"
"ENSG00000245748","100129931","LOC100129931","uncharacterized LOC100129931"
"ENSG00000245750","145837","DRAIC","downregulated RNA in cancer, inhibitor of cell invasion and migration"
"ENSG00000245768",NA,NA,NA
"ENSG00000245812","101927740","LINC02202","long intergenic non-protein coding RNA 2202"
"ENSG00000245832","101928989","MIR4300HG","MIR4300 host gene"
"ENSG00000245848","1050","CEBPA","CCAAT enhancer binding protein alpha"
"ENSG00000245849","100505648","RAD51-AS1","RAD51 antisense RNA 1"
"ENSG00000245857","100652791","GS1-24F4.2","uncharacterized LOC100652791"
"ENSG00000245864","109729137","MEF2C-AS2","MEF2C antisense RNA 2"
"ENSG00000245869",NA,NA,NA
"ENSG00000245870","101927074","LINC00682","long intergenic non-protein coding RNA 682"
"ENSG00000245888","400512","NSMCE1-DT","NSMCE1 divergent transcript"
"ENSG00000245904",NA,NA,NA
"ENSG00000245910",NA,NA,NA
"ENSG00000245928","101928809","SDAD1-AS1","SDAD1 antisense RNA 1"
"ENSG00000245937","644873","SLC12A2-DT","SLC12A2 divergent transcript"
"ENSG00000245954","100996286","LINC02273","long intergenic non-protein coding RNA 2273"
"ENSG00000245970",NA,NA,NA
"ENSG00000245975","101928725","MINDY2-DT","MINDY2 divergent transcript"
"ENSG00000246016",NA,NA,NA
"ENSG00000246022","100862662","ALDH1L1-AS2","ALDH1L1 antisense RNA 2"
"ENSG00000246067",NA,NA,NA
"ENSG00000246084","101929241","LINC02325","long intergenic non-protein coding RNA 2325"
"ENSG00000246089","100287015","MCPH1-DT","MCPH1 divergent transcript"
"ENSG00000246090","100507053","LOC100507053","uncharacterized LOC100507053"
"ENSG00000246095",NA,NA,NA
"ENSG00000246100",NA,NA,NA
"ENSG00000246130","286059","LOC286059","TNF receptor superfamily member 10d pseudogene"
"ENSG00000246145","100505676","RRS1-DT","RRS1 divergent transcript"
"ENSG00000246174","100289388","KCTD21-AS1","KCTD21 antisense RNA 1"
"ENSG00000246211","101928580","P4HA3-AS1","P4HA3 antisense RNA 1"
"ENSG00000246214","101929524","RETREG1-AS1","RETREG1 antisense RNA 1"
"ENSG00000246223","388011","LINC01550","long intergenic non-protein coding RNA 1550"
"ENSG00000246225",NA,NA,NA
"ENSG00000246228","727677","CASC8","cancer susceptibility 8"
"ENSG00000246250",NA,NA,NA
"ENSG00000246263",NA,NA,NA
"ENSG00000246273","283104","SBF2-AS1","SBF2 antisense RNA 1"
"ENSG00000246283",NA,NA,NA
"ENSG00000246308","101928053","LOC101928053","uncharacterized LOC101928053"
"ENSG00000246316",NA,NA,NA
"ENSG00000246323",NA,NA,NA
"ENSG00000246331","645485","LOC645485","uncharacterized LOC645485"
"ENSG00000246334",NA,NA,NA
"ENSG00000246339","101929402","EXTL3-AS1","EXTL3 antisense RNA 1"
"ENSG00000246350",NA,NA,NA
"ENSG00000246363","728084","LINC02458","long intergenic non-protein coding RNA 2458"
"ENSG00000246366","286190","LACTB2-AS1","LACTB2 antisense RNA 1"
"ENSG00000246375","105369192","PPM1K-DT","PPM1K divergent transcript"
"ENSG00000246379","283856","GNAO1-DT","GNAO1 divergent transcript"
"ENSG00000246394","101928597","ZNF84-DT","ZNF84 divergent transcript"
"ENSG00000246422","100505658","DIAPH1-AS1","DIAPH1 antisense RNA 1"
"ENSG00000246430","100507632","LINC00968","long intergenic non-protein coding RNA 968"
"ENSG00000246451",NA,NA,NA
"ENSG00000246465","124903670","LOC124903670","uncharacterized LOC124903670"
"ENSG00000246477",NA,NA,NA
"ENSG00000246523","100506368","FZD4-DT","FZD4 divergent transcript"
"ENSG00000246526","339988","LINC02481","long intergenic non-protein coding RNA 2481"
"ENSG00000246528","121233925","SLCO5A1-AS1","SLCO5A1 antisense RNA 1"
"ENSG00000246541","101929210","SMARCAD1-DT","SMARCAD1 divergent transcript"
"ENSG00000246548","283575","LINC02288","long intergenic non-protein coding RNA 2288"
"ENSG00000246560",NA,NA,NA
"ENSG00000246582","389641","TNFRSF10A-DT","TNFRSF10A divergent transcript"
"ENSG00000246627","100652846","CACNA1C-AS1","CACNA1C antisense RNA 1"
"ENSG00000246640","284080","PICART1","p53 inducible cancer associated RNA transcript 1"
"ENSG00000246662","642924","CIBAR1-DT","CIBAR1 divergent transcript"
"ENSG00000246695",NA,NA,NA
"ENSG00000246705","55766","H2AJ","H2A.J histone"
"ENSG00000246731","85001","MGC16275","uncharacterized protein MGC16275"
"ENSG00000246740","101928388","PLA2G4E-AS1","PLA2G4E antisense RNA 1"
"ENSG00000246763","503569","RGMB-AS1","RGMB antisense RNA 1"
"ENSG00000246774","645078","COL25A1-DT","COL25A1 divergent transcript"
"ENSG00000246777","106699570","DYNC1LI2-DT","DYNC1LI2 divergent transcript"
"ENSG00000246790",NA,NA,NA
"ENSG00000246792",NA,NA,NA
"ENSG00000246820",NA,NA,NA
"ENSG00000246851",NA,NA,NA
"ENSG00000246859","100505678","STARD4-AS1","STARD4 antisense RNA 1"
"ENSG00000246863","100505534","GPR176-DT","GPR176 divergent transcript"
"ENSG00000246876","101927282","LINC02466","long intergenic non-protein coding RNA 2466"
"ENSG00000246877",NA,NA,NA
"ENSG00000246889",NA,NA,NA
"ENSG00000246898",NA,NA,NA
"ENSG00000246922","390595","UBAP1L","ubiquitin associated protein 1 like"
"ENSG00000246982",NA,NA,NA
"ENSG00000246985","144481","SOCS2-AS1","SOCS2 antisense RNA 1"
"ENSG00000247011",NA,NA,NA
"ENSG00000247033",NA,NA,NA
"ENSG00000247049",NA,NA,NA
"ENSG00000247077","192111","PGAM5","PGAM family member 5, mitochondrial serine/threonine protein phosphatase"
"ENSG00000247081","105369147","LOC105369147","uncharacterized LOC105369147"
"ENSG00000247092","283596","SNHG10","small nucleolar RNA host gene 10"
"ENSG00000247095","100506211","MIR210HG","MIR210 host gene"
"ENSG00000247121",NA,NA,NA
"ENSG00000247130",NA,NA,NA
"ENSG00000247131","101928002","LOC101928002","uncharacterized LOC101928002"
"ENSG00000247134","105379362","LOC105379362","uncharacterized LOC105379362"
"ENSG00000247137","100506282","ANKRD42-DT","ANKRD42 divergent transcript"
"ENSG00000247151","338739","CSTF3-DT","CSTF3 divergent transcript"
"ENSG00000247157","338817","LINC01252","long intergenic non-protein coding RNA 1252"
"ENSG00000247193","439933","LOC439933","uncharacterized LOC439933"
"ENSG00000247199","102546294","FBXO38-DT","FBXO38 divergent transcript"
"ENSG00000247213","102723562","LINC01498","long intergenic non-protein coding RNA 1498"
"ENSG00000247228","400541","LOC400541","uncharacterized LOC400541"
"ENSG00000247240","440288","UBL7-DT","UBL7 divergent transcript"
"ENSG00000247271","729013","ZBED5-AS1","ZBED5 antisense RNA 1"
"ENSG00000247287",NA,NA,NA
"ENSG00000247311",NA,NA,NA
"ENSG00000247315","85364","ZCCHC3","zinc finger CCHC-type containing 3"
"ENSG00000247317",NA,NA,NA
"ENSG00000247324",NA,NA,NA
"ENSG00000247345",NA,NA,NA
"ENSG00000247363","100507250","LOC100507250","uncharacterized LOC100507250"
"ENSG00000247372",NA,NA,NA
"ENSG00000247373",NA,NA,NA
"ENSG00000247381",NA,NA,NA
"ENSG00000247400","100289274","DNAJC3-DT","DNAJC3 divergent transcript"
"ENSG00000247402",NA,NA,NA
"ENSG00000247416","101928847","LOC101928847","uncharacterized LOC101928847"
"ENSG00000247473","100852407","CARS1-AS1","CARS1 antisense RNA 1"
"ENSG00000247498","100506314","GPRC5D-AS1","GPRC5D and HEBP1 antisense RNA 1"
"ENSG00000247516","100505738","MIR4458HG","MIR4458 host gene"
"ENSG00000247556","729082","OIP5-AS1","OIP5 antisense RNA 1"
"ENSG00000247572","100131067","CKMT2-AS1","CKMT2 antisense RNA 1"
"ENSG00000247595","100506540","MISFA","mitochondrial sheath formation associated"
"ENSG00000247596","11344","TWF2","twinfilin actin binding protein 2"
"ENSG00000247624","441009","CPEB2-DT","CPEB2 divergent transcript"
"ENSG00000247626","92935","MARS2","methionyl-tRNA synthetase 2, mitochondrial"
"ENSG00000247675","100507401","LRP4-AS1","LRP4 antisense RNA 1"
"ENSG00000247679",NA,NA,NA
"ENSG00000247699",NA,NA,NA
"ENSG00000247708","100507266","STX18-AS1","STX18 antisense RNA 1 (head to head)"
"ENSG00000247728",NA,NA,NA
"ENSG00000247735",NA,NA,NA
"ENSG00000247746","158880","USP51","ubiquitin specific peptidase 51"
"ENSG00000247765",NA,NA,NA
"ENSG00000247774","100233209","PCED1B-AS1","PCED1B antisense RNA 1"
"ENSG00000247775","644248","SNCA-AS1","SNCA antisense RNA 1"
"ENSG00000247796","257396","MOCS2-DT","MOCS2 divergent transcript"
"ENSG00000247809","644192","NR2F2-AS1","NR2F2 antisense RNA 1"
"ENSG00000247810","101928721","LOC101928721","uncharacterized LOC101928721"
"ENSG00000247828","100505894","TMEM161B-DT","TMEM161B divergent transcript"
"ENSG00000247853",NA,NA,NA
"ENSG00000247867","283214","DGAT2-DT","DGAT2 divergent transcript"
"ENSG00000247877","121232371","FAM174A-DT","FAM174A divergent transcript"
"ENSG00000247903",NA,NA,NA
"ENSG00000247925",NA,NA,NA
"ENSG00000247934",NA,NA,NA
"ENSG00000247950","100533182","SEC24B-AS1","SEC24B antisense RNA 1"
"ENSG00000247970",NA,NA,NA
"ENSG00000247982","283663","LINC00926","long intergenic non-protein coding RNA 926"
"ENSG00000247993",NA,NA,NA
"ENSG00000248008","100506668","NRAV","negative regulator of antiviral response"
"ENSG00000248015",NA,NA,NA
"ENSG00000248019","285512","FAM13A-AS1","FAM13A antisense RNA 1"
"ENSG00000248027","100128386","ARHGAP42-AS1","ARHGAP42 antisense RNA 1"
"ENSG00000248029",NA,NA,NA
"ENSG00000248049","550112","UBA6-DT","UBA6 divergent transcript"
"ENSG00000248050",NA,NA,NA
"ENSG00000248079",NA,NA,NA
"ENSG00000248092",NA,NA,NA
"ENSG00000248098","593","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha"
"ENSG00000248099","3640","INSL3","insulin like 3"
"ENSG00000248100",NA,NA,NA
"ENSG00000248101",NA,NA,NA
"ENSG00000248103",NA,NA,NA
"ENSG00000248107","102546228","LINC02039","long intergenic non-protein coding RNA 2039"
"ENSG00000248109","105378220","MARCOL","MARCO like"
"ENSG00000248112",NA,NA,NA
"ENSG00000248115",NA,NA,NA
"ENSG00000248118","285577","LINC01019","long intergenic non-protein coding RNA 1019"
"ENSG00000248125",NA,NA,NA
"ENSG00000248127",NA,NA,NA
"ENSG00000248131",NA,NA,NA
"ENSG00000248132","101928569","LINC02101","long intergenic non-protein coding RNA 2101"
"ENSG00000248137",NA,NA,NA
"ENSG00000248138",NA,NA,NA
"ENSG00000248143","105374436","LINC02383","long intergenic non-protein coding RNA 2383"
"ENSG00000248144","126","ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide"
"ENSG00000248145",NA,NA,NA
"ENSG00000248148",NA,NA,NA
"ENSG00000248150","101929505","LINC02150","long intergenic non-protein coding RNA 2150"
"ENSG00000248152","105377373","ANK2-AS1","ANK2 antisense RNA 1"
"ENSG00000248161",NA,NA,NA
"ENSG00000248165",NA,NA,NA
"ENSG00000248167","202658","TRIM39-RPP21","TRIM39-RPP21 readthrough"
"ENSG00000248172",NA,NA,NA
"ENSG00000248174","101928509","LINC02268","long intergenic non-protein coding RNA 2268"
"ENSG00000248176",NA,NA,NA
"ENSG00000248184",NA,NA,NA
"ENSG00000248187","124900778","LOC124900778","uncharacterized LOC124900778"
"ENSG00000248192",NA,NA,NA
"ENSG00000248195",NA,NA,NA
"ENSG00000248197","728081","LINC00290","long intergenic non-protein coding RNA 290"
"ENSG00000248199",NA,NA,NA
"ENSG00000248202","109729164","LINC02234","long intergenic non-protein coding RNA 2234"
"ENSG00000248203",NA,NA,NA
"ENSG00000248206",NA,NA,NA
"ENSG00000248210","101927849","LINC02355","long intergenic non-protein coding RNA 2355"
"ENSG00000248211","100874024","TRPC7-AS1","TRPC7 antisense RNA 1"
"ENSG00000248215",NA,NA,NA
"ENSG00000248221","104472519","STX18-IT1","STX18 intronic transcript 1"
"ENSG00000248222",NA,NA,NA
"ENSG00000248223",NA,NA,NA
"ENSG00000248227","105374410","LINC02513","long intergenic non-protein coding RNA 2513"
"ENSG00000248228","100505893","SLIT2-IT1","SLIT2 intronic transcript 1"
"ENSG00000248235",NA,NA,NA
"ENSG00000248238",NA,NA,NA
"ENSG00000248240",NA,NA,NA
"ENSG00000248242",NA,NA,NA
"ENSG00000248243",NA,NA,NA
"ENSG00000248245",NA,NA,NA
"ENSG00000248254",NA,NA,NA
"ENSG00000248256","100861517","OCIAD1-AS1","OCIAD1 antisense RNA 1"
"ENSG00000248261",NA,NA,NA
"ENSG00000248262",NA,NA,NA
"ENSG00000248265","440101","FLJ12825","uncharacterized LOC440101"
"ENSG00000248266",NA,NA,NA
"ENSG00000248268",NA,NA,NA
"ENSG00000248275","100507602","TRIM52-AS1","TRIM52 antisense RNA 1 (head to head)"
"ENSG00000248279","340113","LINC02120","long intergenic non-protein coding RNA 2120"
"ENSG00000248285",NA,NA,NA
"ENSG00000248294",NA,NA,NA
"ENSG00000248296",NA,NA,NA
"ENSG00000248300","105374484","LINC02360","long intergenic non-protein coding RNA 2360"
"ENSG00000248307","641365","LINC00616","long intergenic non-protein coding RNA 616"
"ENSG00000248309","101929423","MEF2C-AS1","MEF2C antisense RNA 1"
"ENSG00000248311",NA,NA,NA
"ENSG00000248317",NA,NA,NA
"ENSG00000248318","101927543","LOC101927543","uncharacterized LOC101927543"
"ENSG00000248319","100506085","LINC02275","long intergenic non-protein coding RNA 2275"
"ENSG00000248322",NA,NA,NA
"ENSG00000248323","100505994","LUCAT1","lung cancer associated transcript 1"
"ENSG00000248329","100506013","APELA","apelin receptor early endogenous ligand"
"ENSG00000248330","100507528","LINC00613","long intergenic non-protein coding RNA 613"
"ENSG00000248332","101927917","TUB-AS1","TUB antisense RNA 1"
"ENSG00000248333","984","CDK11B","cyclin dependent kinase 11B"
"ENSG00000248335","124900787","LOC124900787","uncharacterized LOC124900787"
"ENSG00000248338","105374561","LINC02472","long intergenic non-protein coding RNA 2472"
"ENSG00000248339","101928288","LINC02504","long intergenic non-protein coding RNA 2504"
"ENSG00000248343",NA,NA,NA
"ENSG00000248346",NA,NA,NA
"ENSG00000248356",NA,NA,NA
"ENSG00000248358",NA,NA,NA
"ENSG00000248359",NA,NA,NA
"ENSG00000248360","201853","LINC00504","long intergenic non-protein coding RNA 504"
"ENSG00000248362",NA,NA,NA
"ENSG00000248363",NA,NA,NA
"ENSG00000248367","124901151","LOC124901151","uncharacterized LOC124901151"
"ENSG00000248369",NA,NA,NA
"ENSG00000248370","105377606","LINC02434","long intergenic non-protein coding RNA 2434"
"ENSG00000248371","102477328","LINC02056","long intergenic non-protein coding RNA 2056"
"ENSG00000248373",NA,NA,NA
"ENSG00000248378",NA,NA,NA
"ENSG00000248383","56135","PCDHAC1","protocadherin alpha subfamily C, 1"
"ENSG00000248385","441864","TARM1","T cell-interacting, activating receptor on myeloid cells 1"
"ENSG00000248388",NA,NA,NA
"ENSG00000248391","101929681","LINC02064","long intergenic non-protein coding RNA 2064"
"ENSG00000248393",NA,NA,NA
"ENSG00000248397",NA,NA,NA
"ENSG00000248399",NA,NA,NA
"ENSG00000248405","553158","PRR5-ARHGAP8","PRR5-ARHGAP8 readthrough"
"ENSG00000248408",NA,NA,NA
"ENSG00000248416",NA,NA,NA
"ENSG00000248417",NA,NA,NA
"ENSG00000248425",NA,NA,NA
"ENSG00000248428",NA,NA,NA
"ENSG00000248429","285505","GASK1B-AS1","GASK1B antisense RNA 1"
"ENSG00000248431",NA,NA,NA
"ENSG00000248432",NA,NA,NA
"ENSG00000248434",NA,NA,NA
"ENSG00000248440",NA,NA,NA
"ENSG00000248441","400456","LETR1","lymphatic endothelial transcriptional regulator lncRNA 1"
"ENSG00000248443",NA,NA,NA
"ENSG00000248445","101927233","SEMA6A-AS1","SEMA6A antisense RNA 1"
"ENSG00000248455","101929544","LINC02217","long intergenic non-protein coding RNA 2217"
"ENSG00000248456",NA,NA,NA
"ENSG00000248457",NA,NA,NA
"ENSG00000248458",NA,NA,NA
"ENSG00000248461","101929745","LINC02119","long intergenic non-protein coding RNA 2119"
"ENSG00000248464","101927075","FGF10-AS1","FGF10 antisense RNA 1"
"ENSG00000248468","105374114","LOC105374114","uncharacterized LOC105374114"
"ENSG00000248469","100996385","LOC100996385","uncharacterized LOC100996385"
"ENSG00000248473","102577426","LINC01962","long intergenic non-protein coding RNA 1962"
"ENSG00000248474",NA,NA,NA
"ENSG00000248475",NA,NA,NA
"ENSG00000248476",NA,NA,NA
"ENSG00000248479",NA,NA,NA
"ENSG00000248482",NA,NA,NA
"ENSG00000248483","134187","POU5F2","POU domain class 5, transcription factor 2"
"ENSG00000248484",NA,NA,NA
"ENSG00000248485","654790","PCP4L1","Purkinje cell protein 4 like 1"
"ENSG00000248487","25864","ABHD14A","abhydrolase domain containing 14A"
"ENSG00000248489","100289230","LOC100289230","uncharacterized LOC100289230"
"ENSG00000248490",NA,NA,NA
"ENSG00000248491",NA,NA,NA
"ENSG00000248492","594840","ZFAT-AS1","ZFAT antisense RNA 1"
"ENSG00000248494",NA,NA,NA
"ENSG00000248505","101928851","LINC02380","long intergenic non-protein coding RNA 2380"
"ENSG00000248508","100131089","SRP14-DT","SRP14 divergent transcript"
"ENSG00000248510",NA,NA,NA
"ENSG00000248511",NA,NA,NA
"ENSG00000248514",NA,NA,NA
"ENSG00000248515","105374511","LOC105374511","uncharacterized LOC105374511"
"ENSG00000248516",NA,NA,NA
"ENSG00000248517",NA,NA,NA
"ENSG00000248518",NA,NA,NA
"ENSG00000248525",NA,NA,NA
